ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,SEGMENT,COUNTRY,CITY,STATE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PROFIT,NET_SALES
2019-09-19,2019-09-21,SECOND CLASS,SB-20290,CORPORATE,USA,HOUSTON,TX,CENTRAL,TEC-MA-10003353,TECHNOLOGY,MACHINES,XEROX WORKCENTRE 6505DN LASER MULTIFUNCTION PRINTER,-251.9958,10583.823600000002
2019-09-19,2019-09-19,SAME DAY,JK-15640,HOME OFFICE,USA,SAN FRANCISCO,CA,WEST,OFF-FA-10000053,OFFICE SUPPLIES,FASTENERS,REVERE BOXED RUBBER BANDS BY REVERE,0.1134,17.009999999999998
2019-09-19,2019-09-24,STANDARD CLASS,FA-14230,CORPORATE,USA,LONG BEACH,CA,WEST,OFF-FA-10000624,OFFICE SUPPLIES,FASTENERS,OIC BINDER CLIPS,3.58,14.32
2019-09-19,2019-09-24,STANDARD CLASS,ND-18460,CORPORATE,USA,CHANDLER,AZ,WEST,FUR-TA-10004607,FURNITURE,TABLES,HON 2111 INVITATION SERIES STRAIGHT TABLE,-45.8273,36.9575
2019-09-20,2019-09-23,FIRST CLASS,SB-20185,CONSUMER,USA,CHICAGO,IL,CENTRAL,TEC-PH-10002185,TECHNOLOGY,PHONES,QVS USB CAR CHARGER 2-PORT 2.1AMP FOR IPOD/IPHONE/IPAD/IPAD 2/IPAD 3,3.475,17.791999999999998
2019-09-20,2019-09-23,FIRST CLASS,MW-18220,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-BO-10002213,FURNITURE,BOOKCASES,DMI ECLIPSE EXECUTIVE SUITE BOOKCASES,-10.0196,1282.5088
2019-09-20,2019-09-24,STANDARD CLASS,DN-13690,CONSUMER,USA,COLUMBIA,MD,EAST,FUR-FU-10004952,FURNITURE,FURNISHINGS,"C-LINE CUBICLE KEEPERS POLYPROPLYENE HOLDER W/VELCRO BACK, 8-1/2X11, 25/BX",50.9082,492.65999999999997
2019-09-20,2019-09-24,STANDARD CLASS,HG-14965,CORPORATE,USA,SAN DIEGO,CA,WEST,OFF-PA-10004610,OFFICE SUPPLIES,PAPER,XEROX 1900,3.852,17.12
2019-09-20,2019-09-25,STANDARD CLASS,PF-19165,CONSUMER,USA,BLOOMINGTON,IL,CENTRAL,FUR-TA-10004534,FURNITURE,TABLES,BEVIS 44 X 96 CONFERENCE TABLES,-407.682,1853.1000000000001
2019-09-20,2019-09-25,STANDARD CLASS,DB-13555,CORPORATE,USA,JACKSONVILLE,FL,SOUTH,OFF-AR-10003469,OFFICE SUPPLIES,ART,NONTOXIC CHALK,0.9856,4.5056
2019-09-20,2019-09-26,STANDARD CLASS,ES-14020,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-LA-10001569,OFFICE SUPPLIES,LABELS,AVERY 499,4.5816,19.92
2019-09-20,2019-09-26,STANDARD CLASS,MA-17995,HOME OFFICE,USA,LOS ANGELES,CA,WEST,OFF-AP-10001366,OFFICE SUPPLIES,APPLIANCES,STAPLE HOLDER,11.8584,175.68
2019-09-21,2019-09-22,FIRST CLASS,BM-11650,CORPORATE,USA,OMAHA,NE,CENTRAL,OFF-PA-10000029,OFFICE SUPPLIES,PAPER,XEROX 224,3.1104,6.48
2019-09-21,2019-09-23,SECOND CLASS,JG-15115,CONSUMER,USA,DES MOINES,WA,WEST,TEC-PH-10003012,TECHNOLOGY,PHONES,NORTEL MERIDIAN M3904 PROFESSIONAL DIGITAL PHONE,27.7182,394.2144
2019-09-21,2019-09-25,STANDARD CLASS,HF-14995,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-EN-10001539,OFFICE SUPPLIES,ENVELOPES,STAPLE ENVELOPE,7.3132,31.12
2019-09-21,2019-09-25,STANDARD CLASS,SL-20155,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-AR-10002956,OFFICE SUPPLIES,ART,BOSTON 16801 NAUTILUS BATTERY PENCIL SHARPENER,17.1678,198.09
2019-09-21,2019-09-24,FIRST CLASS,MA-17560,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,OFF-PA-10004000,OFFICE SUPPLIES,PAPER,"WHILE YOU WERE OUT PADS, 50 PER PAD, 4 X 5 1/4, GREEN CYCLE",4.1151,27.244799999999998
2019-09-21,2019-09-24,FIRST CLASS,LH-16750,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-BI-10000050,OFFICE SUPPLIES,BINDERS,"ANGLE-D BINDERS WITH LOCKING RINGS, LABEL HOLDERS",-5.037,5.913000000000001
2019-09-21,2019-09-23,FIRST CLASS,JS-15940,HOME OFFICE,USA,GARLAND,TX,CENTRAL,FUR-FU-10001546,FURNITURE,FURNISHINGS,DANA SWING-ARM LAMPS,-7.476,6.8352
2019-09-22,2019-09-28,STANDARD CLASS,SE-20110,CONSUMER,USA,SAN JOSE,CA,WEST,OFF-ST-10000675,OFFICE SUPPLIES,STORAGE,"FILE SHUTTLE II AND HANDI-FILE, BLACK",42.3625,847.25
2019-09-22,2019-09-27,STANDARD CLASS,VG-21805,CORPORATE,USA,CHICAGO,IL,CENTRAL,OFF-ST-10002574,OFFICE SUPPLIES,STORAGE,"SAFCO COMMERCIAL WIRE SHELVING, BLACK",-82.884,795.6864
2019-09-22,2019-09-29,STANDARD CLASS,AS-10090,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-CH-10004983,FURNITURE,CHAIRS,OFFICE STAR - MID BACK DUAL FUNCTION ERGONOMIC HIGH BACK CHAIR WITH 2-WAY ADJUSTABLE ARMS,83.7096,2086.3008
2019-09-22,2019-09-24,SECOND CLASS,MS-17365,CONSUMER,USA,BOCA RATON,FL,SOUTH,OFF-LA-10001613,OFFICE SUPPLIES,LABELS,AVERY FILE FOLDER LABELS,1.6704,7.3728
2019-09-23,2019-09-25,FIRST CLASS,TT-21220,CONSUMER,USA,DOVER,DE,EAST,OFF-BI-10004965,OFFICE SUPPLIES,BINDERS,IBICO COVERS FOR PLASTIC OR WIRE BINDING ELEMENTS,15.525,103.5
2019-09-23,2019-09-28,STANDARD CLASS,SC-20095,CONSUMER,USA,MINNEAPOLIS,MN,CENTRAL,OFF-ST-10000736,OFFICE SUPPLIES,STORAGE,CARINA DOUBLE WIDE MEDIA STORAGE TOWERS IN NATURAL & BLACK,16.196,2024.5
2019-09-23,2019-09-28,STANDARD CLASS,JK-15640,HOME OFFICE,USA,LAKEWOOD,OH,EAST,OFF-PA-10003063,OFFICE SUPPLIES,PAPER,ECOTONES MEMO SHEETS,10.08,207.36
2019-09-23,2019-09-30,STANDARD CLASS,JP-16135,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-BI-10004654,OFFICE SUPPLIES,BINDERS,AVERY BINDING SYSTEM HIDDEN TAB EXECUTIVE STYLE INDEX SETS,6.924,59.0848
2019-09-23,2019-09-28,STANDARD CLASS,BM-11650,CORPORATE,USA,SAN DIEGO,CA,WEST,TEC-PH-10002726,TECHNOLOGY,PHONES,NETTALK DUO VOIP TELEPHONE SERVICE,31.494,134.3744
2019-09-23,2019-09-28,SECOND CLASS,ST-20530,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-BI-10002026,OFFICE SUPPLIES,BINDERS,AVERY ARCH RING BINDERS,47.061,334.656
2019-09-23,2019-09-27,STANDARD CLASS,TH-21115,CORPORATE,USA,NEWARK,DE,EAST,OFF-BI-10004876,OFFICE SUPPLIES,BINDERS,WILSON JONES SUEDE GRAIN VINYL BINDERS,5.4488,44.48
2019-09-24,2019-09-29,STANDARD CLASS,JD-16060,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-ST-10001713,OFFICE SUPPLIES,STORAGE,"GOULD PLASTICS 9-POCKET PANEL BIN, 18-3/8W X 5-1/4D X 20-1/2H, BLACK",8.4784,847.84
2019-09-25,2019-09-30,STANDARD CLASS,BF-11005,HOME OFFICE,USA,AURORA,CO,WEST,OFF-AR-10003179,OFFICE SUPPLIES,ART,DIXON TICONDEROGA CORE-LOCK COLORED PENCILS,2.3686,23.321600000000004
2019-09-25,2019-09-30,STANDARD CLASS,MT-18070,HOME OFFICE,USA,HOUSTON,TX,CENTRAL,OFF-PA-10003270,OFFICE SUPPLIES,PAPER,XEROX 1954,10.56,216.26880000000003
2019-09-26,2019-09-30,STANDARD CLASS,CM-12715,CORPORATE,USA,PHILADELPHIA,PA,EAST,FUR-FU-10001095,FURNITURE,FURNISHINGS,DAX BLACK CHERRY WOOD-TONE POSTER FRAME,4.7664,16.947200000000002
2019-09-26,2019-10-01,STANDARD CLASS,MM-17920,CONSUMER,USA,CHICAGO,IL,CENTRAL,TEC-AC-10004859,TECHNOLOGY,ACCESSORIES,"MAXELL PRO 80 MINUTE CD-R, 10/PACK",38.456,1353.6512000000002
2019-09-26,2019-09-27,FIRST CLASS,KF-16285,HOME OFFICE,USA,SAN DIEGO,CA,WEST,FUR-CH-10000454,FURNITURE,CHAIRS,"HON DELUXE FABRIC UPHOLSTERED STACKING CHAIRS, ROUNDED BACK",73.194,1405.3248
2019-09-26,2019-10-01,SECOND CLASS,NB-18580,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-AP-10002191,OFFICE SUPPLIES,APPLIANCES,BELKIN 8 OUTLET SURGEMASTER II GOLD SURGE PROTECTOR,14.3952,345.4848
2019-09-26,2019-09-26,SAME DAY,HG-14965,CORPORATE,USA,MESQUITE,TX,CENTRAL,OFF-BI-10003460,OFFICE SUPPLIES,BINDERS,ACCO 3-HOLE PUNCH,-1.4016,0.17519999999999997
2019-09-26,2019-09-30,STANDARD CLASS,CS-12400,HOME OFFICE,USA,SEATTLE,WA,WEST,OFF-ST-10002615,OFFICE SUPPLIES,STORAGE,"DUAL LEVEL, SINGLE-WIDTH FILING CARTS",80.6312,620.24
2019-09-26,2019-09-30,STANDARD CLASS,DA-13450,HOME OFFICE,USA,LANCASTER,OH,EAST,OFF-PA-10000174,OFFICE SUPPLIES,PAPER,"MESSAGE BOOK, WIREBOUND, FOUR 5 1/2"" X 4"" FORMS/PG., 200 DUPL. SETS/BOOK",11.1024,105.2672
2019-09-26,2019-10-01,SECOND CLASS,KT-16465,CONSUMER,USA,LOS ANGELES,CA,WEST,FUR-CH-10002961,FURNITURE,CHAIRS,"LEATHER TASK CHAIR, BLACK",0.0,232.90880000000004
2019-09-27,2019-10-03,STANDARD CLASS,TS-21205,CORPORATE,USA,HACKENSACK,NJ,EAST,FUR-FU-10001588,FURNITURE,FURNISHINGS,"DEFLECT-O SUPERTRAY UNBREAKABLE STACKABLE TRAY, LETTER, BLACK",37.6422,262.62
2019-09-27,2019-10-01,STANDARD CLASS,TH-21100,CONSUMER,USA,SAN DIEGO,CA,WEST,FUR-CH-10002602,FURNITURE,CHAIRS,DMI ARTURO COLLECTION MISSION-STYLE DESIGN WOOD CHAIR,45.294,2415.68
2019-09-28,2019-10-03,STANDARD CLASS,KD-16495,CORPORATE,USA,FAYETTEVILLE,NC,SOUTH,OFF-PA-10001804,OFFICE SUPPLIES,PAPER,XEROX 195,3.7408,17.100800000000003
2019-09-28,2019-10-03,STANDARD CLASS,XP-21865,CONSUMER,USA,HOLLYWOOD,FL,SOUTH,FUR-FU-10000277,FURNITURE,FURNISHINGS,DEFLECT-O DURAMAT ANTISTATIC STUDDED BEVELED MAT FOR MEDIUM PILE CARPETING,16.8544,1078.6816000000001
2019-09-28,2019-10-03,STANDARD CLASS,GZ-14545,CORPORATE,USA,LAWRENCE,MA,EAST,OFF-ST-10001321,OFFICE SUPPLIES,STORAGE,"DECOFLEX HANGING PERSONAL FOLDER FILE, BLUE",12.4902,138.78
2019-09-29,2019-10-01,SECOND CLASS,PP-18955,HOME OFFICE,USA,SEATTLE,WA,WEST,FUR-TA-10002958,FURNITURE,TABLES,"BEVIS OVAL CONFERENCE TABLE, WALNUT",399.2994,21139.38
2019-09-29,2019-10-03,SECOND CLASS,LD-17005,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-LA-10000121,OFFICE SUPPLIES,LABELS,AVERY 48,8.694,56.699999999999996
2019-09-29,2019-10-03,STANDARD CLASS,AP-10915,CONSUMER,USA,LOS ANGELES,CA,WEST,TEC-MA-10004241,TECHNOLOGY,MACHINES,STAR MICRONICS TSP800 TSP847IIU RECEIPT PRINTER,223.054,1098.112
2019-09-29,2019-10-03,STANDARD CLASS,SM-20950,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-AR-10003469,OFFICE SUPPLIES,ART,NONTOXIC CHALK,1.4784,10.1376
2019-09-29,2019-10-04,STANDARD CLASS,EB-14170,CONSUMER,USA,SEATTLE,WA,WEST,OFF-BI-10001308,OFFICE SUPPLIES,BINDERS,GBC STANDARD PLASTIC BINDING SYSTEMS' COMBS,3.14,16.076800000000002
2019-09-30,2019-10-06,STANDARD CLASS,MH-17785,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-FU-10000221,FURNITURE,FURNISHINGS,"MASTER CASTER DOOR STOP, BROWN",5.1816,45.72
2019-09-30,2019-10-05,STANDARD CLASS,BW-11200,CONSUMER,USA,BOYNTON BEACH,FL,SOUTH,OFF-PA-10004888,OFFICE SUPPLIES,PAPER,XEROX 217,5.4432,37.3248
2019-09-30,2019-10-04,STANDARD CLASS,DB-13615,CONSUMER,USA,SEATTLE,WA,WEST,OFF-BI-10003910,OFFICE SUPPLIES,BINDERS,DXL ANGLE-VIEW BINDERS WITH LOCKING RINGS BY SAMSILL,13.4925,241.78560000000004
2019-09-30,2019-10-04,STANDARD CLASS,KW-16570,CONSUMER,USA,CLARKSVILLE,TN,SOUTH,OFF-AP-10000696,OFFICE SUPPLIES,APPLIANCES,HOLMES ODOR GRABBER,11.2476,332.23679999999996
2019-09-30,2019-09-30,SAME DAY,DM-12955,CORPORATE,USA,FAIRFIELD,OH,EAST,OFF-AP-10003217,OFFICE SUPPLIES,APPLIANCES,EUREKA SANITAIRE  COMMERCIAL UPRIGHT,59.6556,3817.9584000000004
2019-09-30,2019-10-04,STANDARD CLASS,RA-19915,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-PA-10004092,OFFICE SUPPLIES,PAPER,TOPS GREEN BAR COMPUTER PRINTOUT PAPER,24.47,48.94
2019-10-01,2019-10-05,STANDARD CLASS,NF-18475,HOME OFFICE,USA,RENO,NV,WEST,OFF-FA-10000254,OFFICE SUPPLIES,FASTENERS,STERLING RUBBER BANDS BY ALLIANCE,0.0,4.71
2019-10-02,2019-10-05,FIRST CLASS,ES-14080,CORPORATE,USA,TEMPE,AZ,WEST,OFF-PA-10001838,OFFICE SUPPLIES,PAPER,"ADAMS TELEPHONE MESSAGE BOOK W/DIVIDERS/SPACE FOR PHONE NUMBERS, 5 1/4""X8 1/2"", 300/MESSAGES",3.4104,15.0528
2019-10-03,2019-10-09,STANDARD CLASS,SL-20155,HOME OFFICE,USA,DURHAM,NC,SOUTH,OFF-AR-10002335,OFFICE SUPPLIES,ART,DIXON ORIOLE PENCILS,0.4644,14.860800000000001
2019-10-03,2019-10-03,SAME DAY,DO-13435,CONSUMER,USA,COLUMBUS,OH,EAST,OFF-AR-10004010,OFFICE SUPPLIES,ART,HUNT BOSTON VACUUM MOUNT KS PENCIL SHARPENER,4.1988,89.57440000000001
2019-10-03,2019-10-08,SECOND CLASS,BP-11290,CONSUMER,USA,EVANSTON,IL,CENTRAL,FUR-CH-10002880,FURNITURE,CHAIRS,"GLOBAL HIGH-BACK LEATHER TILTER, BURGUNDY",-70.1043,542.3859
2019-10-03,2019-10-07,STANDARD CLASS,RD-19930,CONSUMER,USA,DALLAS,TX,CENTRAL,OFF-FA-10000254,OFFICE SUPPLIES,FASTENERS,STERLING RUBBER BANDS BY ALLIANCE,-3.768,48.2304
2019-10-03,2019-10-08,SECOND CLASS,AR-10405,CORPORATE,USA,LOS ANGELES,CA,WEST,FUR-CH-10002774,FURNITURE,CHAIRS,"GLOBAL DELUXE STACKING CHAIR, GRAY",13.7646,293.64480000000003
2019-10-04,2019-10-09,STANDARD CLASS,JD-16015,CONSUMER,USA,SEATTLE,WA,WEST,OFF-LA-10002475,OFFICE SUPPLIES,LABELS,AVERY 519,13.7428,116.96
2019-10-04,2019-10-08,STANDARD CLASS,DF-13135,CONSUMER,USA,VALLEJO,CA,WEST,OFF-LA-10004689,OFFICE SUPPLIES,LABELS,AVERY 512,6.7915,72.25
2019-10-04,2019-10-06,FIRST CLASS,CC-12220,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-CH-10003298,FURNITURE,CHAIRS,"OFFICE STAR - CONTEMPORARY TASK SWIVEL CHAIR WITH LOOP ARMS, CHARCOAL",-6.549,2652.345
2019-10-05,2019-10-10,SECOND CLASS,BD-11635,CONSUMER,USA,COLUMBUS,OH,EAST,OFF-AP-10002892,OFFICE SUPPLIES,APPLIANCES,BELKIN F5C206VTEL 6 OUTLET SURGE,11.49,367.68000000000006
2019-10-05,2019-10-06,FIRST CLASS,KH-16510,CONSUMER,USA,POMONA,CA,WEST,TEC-AC-10002800,TECHNOLOGY,ACCESSORIES,PLANTRONICS AUDIO 478 STEREO USB HEADSET,34.993,199.96
2019-10-06,2019-10-13,STANDARD CLASS,JD-16015,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-ST-10000642,OFFICE SUPPLIES,STORAGE,"TENNSCO LOCKERS, GRAY",-13.637,335.68000000000006
2019-10-06,2019-10-09,FIRST CLASS,VP-21760,CORPORATE,USA,INDIANAPOLIS,IN,CENTRAL,OFF-ST-10001932,OFFICE SUPPLIES,STORAGE,FELLOWES STAXONSTEEL DRAWER FILES,54.0876,772.68
2019-10-06,2019-10-08,SECOND CLASS,AM-10360,CORPORATE,USA,OMAHA,NE,CENTRAL,OFF-BI-10004099,OFFICE SUPPLIES,BINDERS,GBC VELOBINDER STRIPS,7.68,30.72
2019-10-06,2019-10-10,STANDARD CLASS,XP-21865,CONSUMER,USA,SAN DIEGO,CA,WEST,TEC-AC-10001445,TECHNOLOGY,ACCESSORIES,IMATION USB 2.0 SWIVEL FLASH DRIVE USB FLASH DRIVE - 4 GB - PINK,1.9089,27.27
2019-10-07,2019-10-12,STANDARD CLASS,JG-15805,CORPORATE,USA,DALLAS,TX,CENTRAL,OFF-ST-10001228,OFFICE SUPPLIES,STORAGE,"FELLOWES PERSONAL HANGING FOLDER FILES, NAVY",10.744,859.5200000000001
2019-10-07,2019-10-13,STANDARD CLASS,MR-17545,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,FUR-FU-10000222,FURNITURE,FURNISHINGS,"SETH THOMAS 16"" STEEL CASE CLOCK",21.112,519.68
2019-10-08,2019-10-08,SAME DAY,JG-15115,CONSUMER,USA,CHARLOTTE,NC,SOUTH,TEC-AC-10002331,TECHNOLOGY,ACCESSORIES,"MAXELL 74 MINUTE CDR, 10/PACK",4.9878,56.3328
2019-10-08,2019-10-13,SECOND CLASS,DN-13690,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-PA-10003823,OFFICE SUPPLIES,PAPER,XEROX 197,55.764,495.68
2019-10-09,2019-10-15,STANDARD CLASS,BP-11095,CORPORATE,USA,JACKSONVILLE,NC,SOUTH,OFF-PA-10004071,OFFICE SUPPLIES,PAPER,"EATON PREMIUM CONTINUOUS-FEED PAPER, 25% COTTON, LETTER SIZE, WHITE, 1000 SHTS/BOX",31.0688,142.02880000000002
2019-10-09,2019-10-14,STANDARD CLASS,SJ-20500,CONSUMER,USA,SAN FRANCISCO,CA,WEST,TEC-PH-10002583,TECHNOLOGY,PHONES,IOTTIE HLCRIO102 CAR MOUNT,-2.9985,12.793600000000001
2019-10-10,2019-10-15,STANDARD CLASS,CM-12715,CORPORATE,USA,HUNTSVILLE,TX,CENTRAL,TEC-PH-10004667,TECHNOLOGY,PHONES,CISCO 8X8 INC. 6753I IP BUSINESS PHONE SYSTEM,66.1451,4233.2864
2019-10-10,2019-10-10,SAME DAY,RB-19435,CONSUMER,USA,COLUMBUS,OH,EAST,TEC-MA-10002694,TECHNOLOGY,MACHINES,HEWLETT-PACKARD DESKJET F4180 ALL-IN-ONE COLOR INK-JET - PRINTER / COPIER / SCANNER,-71.3958,61.19640000000001
2019-10-10,2019-10-10,SAME DAY,FC-14335,CORPORATE,USA,ALBUQUERQUE,NM,WEST,OFF-AR-10000937,OFFICE SUPPLIES,ART,"DIXON TICONDEROGA CORE-LOCK COLORED PENCILS, 48-COLOR SET",112.574,1790.95
2019-10-10,2019-10-14,STANDARD CLASS,SD-20485,HOME OFFICE,USA,PHOENIX,AZ,WEST,FUR-FU-10003724,FURNITURE,FURNISHINGS,WESTINGHOUSE CLIP-ON GOOSENECK LAMPS,3.5154,262.4832
2019-10-10,2019-10-10,SAME DAY,TN-21040,HOME OFFICE,USA,MANTECA,CA,WEST,FUR-CH-10002774,FURNITURE,CHAIRS,"GLOBAL DELUXE STACKING CHAIR, GRAY",13.7646,293.64480000000003
2019-10-11,2019-10-16,STANDARD CLASS,DP-13240,HOME OFFICE,USA,SEATTLE,WA,WEST,TEC-AC-10002942,TECHNOLOGY,ACCESSORIES,WD MY PASSPORT ULTRA 1TB PORTABLE EXTERNAL HARD DRIVE,58.65,1725.0
2019-10-11,2019-10-15,STANDARD CLASS,JF-15565,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-EN-10002230,OFFICE SUPPLIES,ENVELOPES,AIRMAIL ENVELOPES,67.9833,483.43679999999995
2019-10-11,2019-10-15,STANDARD CLASS,AS-10240,CONSUMER,USA,REDONDO BEACH,CA,WEST,OFF-EN-10001219,OFFICE SUPPLIES,ENVELOPES,"#10- 4 1/8"" X 9 1/2"" SECURITY-TINT ENVELOPES",3.7436,7.64
2019-10-11,2019-10-15,STANDARD CLASS,DB-13555,CORPORATE,USA,FAYETTEVILLE,AR,SOUTH,FUR-FU-10002107,FURNITURE,FURNISHINGS,ELDON PIZZAZ DESK ACCESSORIES,3.9248,35.68
2019-10-11,2019-10-13,FIRST CLASS,HA-14920,CONSUMER,USA,PASADENA,CA,WEST,OFF-ST-10002352,OFFICE SUPPLIES,STORAGE,IRIS PROJECT CASE,8.2992,127.68
2019-10-12,2019-10-16,STANDARD CLASS,DN-13690,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-ST-10002370,OFFICE SUPPLIES,STORAGE,"SORTFILER MULTIPURPOSE PERSONAL FILE ORGANIZER, BLACK",6.2031,21.39
2019-10-12,2019-10-17,STANDARD CLASS,BP-11050,CORPORATE,USA,CHICAGO,IL,CENTRAL,OFF-SU-10000898,OFFICE SUPPLIES,SUPPLIES,"ACME HOT FORGED CARBON STEEL SCISSORS WITH NICKEL-PLATED HANDLES, 3 7/8"" CUT, 8""L",2.502,35.583999999999996
2019-10-13,2019-10-15,FIRST CLASS,ZC-21910,CONSUMER,USA,EDMONDS,WA,WEST,OFF-AP-10000240,OFFICE SUPPLIES,APPLIANCES,BELKIN F9G930V10-GRY 9 OUTLET SURGE,62.0368,855.68
2019-10-13,2019-10-18,SECOND CLASS,ML-17395,CORPORATE,USA,LAKEWOOD,NJ,EAST,OFF-BI-10004738,OFFICE SUPPLIES,BINDERS,FLEXIBLE LEATHER- LOOK CLASSIC COLLECTION RING BINDER,9.47,18.94
2019-10-13,2019-10-15,FIRST CLASS,MA-17995,HOME OFFICE,USA,RICHMOND,VA,SOUTH,OFF-BI-10002432,OFFICE SUPPLIES,BINDERS,WILSON JONES STANDARD D-RING BINDERS,7.1346,45.54
2019-10-13,2019-10-17,STANDARD CLASS,SP-20545,CORPORATE,USA,MOUNT VERNON,NY,EAST,OFF-BI-10002764,OFFICE SUPPLIES,BINDERS,RECYCLED PRESSBOARD REPORT COVER WITH REINFORCED TOP HINGE,2.8101,18.6048
2019-10-14,2019-10-20,STANDARD CLASS,BD-11500,CONSUMER,USA,CHICAGO,IL,CENTRAL,OFF-BI-10000343,OFFICE SUPPLIES,BINDERS,"PRESSBOARD COVERS WITH STORAGE HOOKS, 9 1/2"" X 11"", LIGHT BLUE",-4.8609,1.7675999999999998
2019-10-14,2019-10-17,FIRST CLASS,TC-21295,CONSUMER,USA,EVERETT,MA,EAST,OFF-ST-10000615,OFFICE SUPPLIES,STORAGE,"SIMPLIFILE PERSONAL FILE, BLACK GRANITE, 15W X 6-15/16D X 11-1/4H",22.246,556.15
2019-10-14,2019-10-16,SECOND CLASS,JE-15610,CORPORATE,USA,CONCORD,NH,EAST,OFF-ST-10001469,OFFICE SUPPLIES,STORAGE,FELLOWES BANKERS BOX RECYCLED SUPER STOR/DRAWER,16.194,1349.5
2019-10-14,2019-10-18,STANDARD CLASS,HG-15025,CONSUMER,USA,FORT WORTH,TX,CENTRAL,TEC-CO-10002095,TECHNOLOGY,COPIERS,HEWLETT PACKARD 610 COLOR DIGITAL COPIER / PRINTER,624.9875,7999.84
2019-10-15,2019-10-20,STANDARD CLASS,DL-12865,CONSUMER,USA,HIALEAH,FL,SOUTH,FUR-FU-10004270,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 13"" CLAIRMONT WALL CLOCK",4.0383,12.307200000000002
2019-10-15,2019-10-17,FIRST CLASS,AC-10660,CONSUMER,USA,PARMA,OH,EAST,FUR-CH-10003761,FURNITURE,CHAIRS,GLOBAL ITALIAN LEATHER OFFICE CHAIR,-7.8588,256.7208
2019-10-16,2019-10-17,SAME DAY,LS-17245,CONSUMER,USA,SAN FRANCISCO,CA,WEST,TEC-AC-10003610,TECHNOLOGY,ACCESSORIES,LOGITECH ILLUMINATED - KEYBOARD,86.3856,539.91
2019-10-17,2019-10-22,SECOND CLASS,TB-21520,CONSUMER,USA,BEAUMONT,TX,CENTRAL,TEC-AC-10001314,TECHNOLOGY,ACCESSORIES,CASE LOGIC 2.4GHZ WIRELESS KEYBOARD,-17.9964,287.9424
2019-10-17,2019-10-19,SECOND CLASS,EB-14170,CONSUMER,USA,HOUSTON,TX,CENTRAL,FUR-FU-10004586,FURNITURE,FURNISHINGS,G.E. LONGER-LIFE INDOOR RECESSED FLOODLIGHT BULBS,-1.5936,4.2496
2019-10-18,2019-10-22,STANDARD CLASS,EH-13765,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-EN-10001335,OFFICE SUPPLIES,ENVELOPES,"WHITE BUSINESS ENVELOPES WITH CONTEMPORARY SEAM, RECYCLED WHITE BUSINESS ENVELOPES",19.692,252.0576
2019-10-18,2019-10-23,SECOND CLASS,IG-15085,CONSUMER,USA,SEATTLE,WA,WEST,OFF-PA-10000167,OFFICE SUPPLIES,PAPER,XEROX 1925,27.882,123.92
2019-10-18,2019-10-22,STANDARD CLASS,LS-17200,CORPORATE,USA,TEXARKANA,AR,SOUTH,FUR-CH-10004626,FURNITURE,CHAIRS,OFFICE STAR FLEX BACK SCOOTER CHAIR WITH ALUMINUM FINISH FRAME,145.2816,3632.04
2019-10-18,2019-10-20,SECOND CLASS,AS-10225,CORPORATE,USA,MONTGOMERY,AL,SOUTH,TEC-PH-10002352,TECHNOLOGY,PHONES,AVAYA IP PHONE 1140E VOIP PHONE,362.687,6974.75
2019-10-19,2019-10-24,STANDARD CLASS,EH-14125,HOME OFFICE,USA,LAKEWOOD,CA,WEST,TEC-PH-10004922,TECHNOLOGY,PHONES,RCA VISYS INTEGRATED PBX 8-LINE ROUTER,20.097,1543.4496000000001
2019-10-19,2019-10-19,SAME DAY,JF-15490,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10004519,OFFICE SUPPLIES,PAPER,SPIRAL PHONE MESSAGE BOOKS WITH LABELS BY ADAMS,6.5856,40.32
