ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,SEGMENT,COUNTRY,CITY,STATE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PROFIT,NET_SALES,PROFIT_SCALED,NET_SALES_SCALED
2019-12-06,2019-12-11,STANDARD CLASS,BG-11035,CONSUMER,USA,MEMPHIS,TN,SOUTH,OFF-PA-10003641,OFFICE SUPPLIES,PAPER,XEROX 1909,13.7176,67.5328,-0.07934082455356424,-0.2677942416552233
2019-12-06,2019-12-11,SECOND CLASS,RC-19960,CONSUMER,USA,SPRINGFIELD,OR,WEST,OFF-ST-10002205,OFFICE SUPPLIES,STORAGE,FILE SHUTTLE I AND HANDI-FILE,4.6746,128.2176,-0.11897231533966608,-0.2504130966881556
2019-12-07,2019-12-10,FIRST CLASS,FP-14320,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-AR-10003190,OFFICE SUPPLIES,ART,NEWELL 32,2.4192,25.92,-0.12885674133977382,-0.27971284580792044
2019-12-07,2019-12-13,STANDARD CLASS,PO-18850,CONSUMER,USA,VIRGINIA BEACH,VA,SOUTH,OFF-PA-10003641,OFFICE SUPPLIES,PAPER,XEROX 1909,48.5392,422.08,0.07326692946140026,-0.16624597452955192
2019-12-08,2019-12-10,SECOND CLASS,JK-15625,CONSUMER,USA,OLYMPIA,WA,WEST,OFF-PA-10001954,OFFICE SUPPLIES,PAPER,XEROX 1964,21.0128,91.36,-0.04736917227193535,-0.2609697317720348
2019-12-08,2019-12-15,STANDARD CLASS,DJ-13420,CORPORATE,USA,SAN FRANCISCO,CA,WEST,FUR-FU-10000397,FURNITURE,FURNISHINGS,LUXO ECONOMY SWING ARM LAMP,11.1664,79.76,-0.09052161182476882,-0.2642921664116478
2019-12-08,2019-12-13,STANDARD CLASS,TB-21175,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-ST-10000777,OFFICE SUPPLIES,STORAGE,"COMPANION LETTER/LEGAL FILE, BLACK",6.0416,96.6656,-0.11298135571292704,-0.25945011890790287
2019-12-09,2019-12-14,STANDARD CLASS,DM-12955,CORPORATE,USA,MESA,AZ,WEST,OFF-ST-10004950,OFFICE SUPPLIES,STORAGE,ACCO PERMA 3000 STACKING STORAGE DRAWERS,-1.2588,483.37919999999997,-0.14497579730696197,-0.1486888550932965
2019-12-09,2019-12-15,STANDARD CLASS,FP-14320,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-EN-10002500,OFFICE SUPPLIES,ENVELOPES,GLOBE WEIS PEEL & SEEL FIRST CLASS ENVELOPES,9.585,73.61280000000001,-0.0974521923322488,-0.26605282763721927
2019-12-09,2019-12-11,FIRST CLASS,VP-21760,CORPORATE,USA,BROWNSVILLE,TX,CENTRAL,OFF-ST-10000036,OFFICE SUPPLIES,STORAGE,"RECYCLED DATA-PAK FOR ARCHIVAL BOUND COMPUTER PRINTOUTS, 12-1/2 X 12-1/2 X 16",20.7459,569.0304,-0.04853887755677562,-0.12415691424808799
2019-12-09,2019-12-16,STANDARD CLASS,CK-12760,CORPORATE,USA,SAN FRANCISCO,CA,WEST,OFF-PA-10003845,OFFICE SUPPLIES,PAPER,XEROX 1987,16.9932,208.07999999999998,-0.06498531076179655,-0.2275391652948257
2019-12-10,2019-12-14,STANDARD CLASS,SH-19975,CORPORATE,USA,CALDWELL,ID,WEST,FUR-CH-10001708,FURNITURE,CHAIRS,OFFICE STAR - CONTEMPORARY SWIVEL CHAIR WITH PADDED ADJUSTABLE ARMS AND FLEX BACK,4.2294,812.0448,-0.1209234310864285,-0.054553512482160206
2019-12-10,2019-12-15,STANDARD CLASS,SM-20005,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-PA-10004470,OFFICE SUPPLIES,PAPER,"ADAMS WRITE N' STICK PHONE MESSAGE BOOK, 11"" X 5 1/4"", 200 MESSAGES",5.2256,22.72,-0.11655752473664252,-0.28062937950160677
2019-12-12,2019-12-17,STANDARD CLASS,PB-19150,CONSUMER,USA,MIAMI,FL,SOUTH,OFF-EN-10001099,OFFICE SUPPLIES,ENVELOPES,STAPLE ENVELOPE,7.6284,56.3328,-0.10602710938102541,-0.2710021095831255
2019-12-12,2019-12-15,SECOND CLASS,LH-17155,CONSUMER,USA,OAKLAND,CA,WEST,OFF-ST-10000617,OFFICE SUPPLIES,STORAGE,WOODGRAIN MAGAZINE FILES BY PERMA,0.6258,26.82,-0.1367164245838073,-0.2794550707065711
2019-12-12,2019-12-17,STANDARD CLASS,WB-21850,CONSUMER,USA,CONCORD,CA,WEST,FUR-FU-10003975,FURNITURE,FURNISHINGS,ELDON ADVANTAGE CHAIR MATS FOR LOW TO MEDIUM PILE CARPETS,4.331,43.31,-0.12047816298249531,-0.27473205801629375
2019-12-13,2019-12-17,STANDARD CLASS,RF-19345,CORPORATE,USA,PHOENIX,AZ,WEST,FUR-FU-10002553,FURNITURE,FURNISHINGS,"ELECTRIX INCANDESCENT MAGNIFYING LAMP, BLACK",7.6965,211.104,-0.10572865703970798,-0.2266730409542921
2019-12-13,2019-12-15,SECOND CLASS,KD-16345,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10001457,OFFICE SUPPLIES,PAPER,WHITE GLUETOP SCRATCH PADS,41.5104,541.4399999999999,0.04246279118457257,-0.1320592677550516
2019-12-13,2019-12-15,SECOND CLASS,KC-16675,CORPORATE,USA,HENDERSON,KY,SOUTH,OFF-BI-10004970,OFFICE SUPPLIES,BINDERS,"ACCOHIDE 3-RING BINDER, BLUE, 1""",5.8233,37.17,-0.11393806857797249,-0.2764906570410544
2019-12-14,2019-12-20,STANDARD CLASS,BM-11785,CONSUMER,USA,DELTONA,FL,SOUTH,FUR-CH-10002439,FURNITURE,CHAIRS,"ICEBERG NESTING FOLDING CHAIR, 19W X 6D X 43H",13.9728,596.1728,-0.07822239522163754,-0.11638287545824047
2019-12-14,2019-12-19,STANDARD CLASS,JD-16015,CONSUMER,USA,CHICAGO,IL,CENTRAL,TEC-AC-10002718,TECHNOLOGY,ACCESSORIES,BELKIN STANDARD 104 KEY USB KEYBOARD,-2.1885,84.03840000000001,-0.14905026341155547,-0.2630667608631892
2019-12-14,2019-12-21,STANDARD CLASS,SS-20875,CONSUMER,USA,MARION,OH,EAST,TEC-AC-10003033,TECHNOLOGY,ACCESSORIES,PLANTRONICS CS510 - OVER-THE-HEAD MONAURAL WIRELESS HEADSET SYSTEM,42.8935,211.168,0.04852431002856878,-0.2266547102804184
2019-12-16,2019-12-21,STANDARD CLASS,EJ-13720,CONSUMER,USA,HUNTSVILLE,TX,CENTRAL,OFF-PA-10000029,OFFICE SUPPLIES,PAPER,XEROX 224,12.7008,203.2128,-0.08379701164095875,-0.22893321304292263
2019-12-16,2019-12-20,STANDARD CLASS,SC-20695,CORPORATE,USA,DETROIT,MI,CENTRAL,OFF-PA-10000595,OFFICE SUPPLIES,PAPER,XEROX 1929,52.532,571.0,0.09076561534116884,-0.12359278775962405
2019-12-16,2019-12-18,SECOND CLASS,LE-16810,CONSUMER,USA,SPRINGFIELD,VA,SOUTH,TEC-AC-10001314,TECHNOLOGY,ACCESSORIES,CASE LOGIC 2.4GHZ WIRELESS KEYBOARD,7.9984,199.96,-0.10440556215213481,-0.22986486954255478
2019-12-17,2019-12-19,SECOND CLASS,RF-19840,CONSUMER,USA,COLUMBUS,GA,SOUTH,OFF-AR-10002952,OFFICE SUPPLIES,ART,STANLEY CONTEMPORARY BATTERY PENCIL SHARPENERS,11.214,120.14999999999999,-0.09031300196505208,-0.2527237926966506
2019-12-19,2019-12-21,FIRST CLASS,BP-11095,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-LA-10001934,OFFICE SUPPLIES,LABELS,AVERY 516,6.8714,29.24,-0.10934470736013402,-0.27876194210072086
2019-12-19,2019-12-25,STANDARD CLASS,SG-20605,CONSUMER,USA,CHICAGO,IL,CENTRAL,TEC-PH-10002817,TECHNOLOGY,PHONES,RCA VISYS 25425RE1 CORDED PHONE,36.4473,777.5424,0.020273451253232065,-0.06443557876748628
2019-12-20,2019-12-25,STANDARD CLASS,TS-21505,CONSUMER,USA,COLUMBIA,TN,SOUTH,OFF-PA-10002689,OFFICE SUPPLIES,PAPER,WEYERHAEUSER FIRST CHOICE LASER/COPY PAPER (20LB. AND 88 BRIGHT),9.072,103.68000000000002,-0.09970044565230524,-0.25744107705134245
2019-12-20,2019-12-23,SECOND CLASS,SM-20950,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-CH-10004875,FURNITURE,CHAIRS,HARBOUR CREATIONS 67200 SERIES STACKING CHAIRS,36.3018,518.9022,0.01963578876187104,-0.1385144718430403
2019-12-20,2019-12-23,SECOND CLASS,MC-17845,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-BI-10003007,OFFICE SUPPLIES,BINDERS,"PREMIUM TRANSPARENT PRESENTATION COVERS, NO PATTERN/CLEAR, 8 1/2"" X 11""",50.414,620.48,0.0814833530957897,-0.10942088552099906
2019-12-20,2019-12-25,STANDARD CLASS,KH-16510,CONSUMER,USA,SEATTLE,WA,WEST,OFF-LA-10002043,OFFICE SUPPLIES,LABELS,AVERY 489,14.904,93.15,-0.07414135527692693,-0.260457045737129
2019-12-21,2019-12-25,STANDARD CLASS,JC-15775,CONSUMER,USA,NEWARK,DE,EAST,OFF-LA-10004409,OFFICE SUPPLIES,LABELS,AVERY 492,7.9488,103.68,-0.10462293713200771,-0.25744107705134245
2019-12-22,2019-12-29,STANDARD CLASS,NP-18700,CONSUMER,USA,CHICAGO,IL,CENTRAL,OFF-PA-10001289,OFFICE SUPPLIES,PAPER,WHITE COMPUTER PRINTOUT PAPER BY UNIVERSAL,44.9616,396.9024,0.057587882526051584,-0.173457261631476
2019-12-22,2019-12-26,STANDARD CLASS,KM-16660,CONSUMER,USA,SAN JOSE,CA,WEST,OFF-AR-10003394,OFFICE SUPPLIES,ART,NEWELL 332,3.1752,47.04,-0.12554352592074328,-0.2736637234295906
2019-12-22,2019-12-26,STANDARD CLASS,BT-11530,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-ST-10004946,OFFICE SUPPLIES,STORAGE,DESKTOP 3-POCKET HOT FILE,56.264,865.6,0.1071213295525735,-0.03921440458462567
2019-12-24,2019-12-29,STANDARD CLASS,BF-11170,HOME OFFICE,USA,LOS ANGELES,CA,WEST,FUR-FU-10002554,FURNITURE,FURNISHINGS,"WESTINGHOUSE FLOOR LAMP WITH METAL MESH SHADE, BLACK",5.5177,23.99,-0.11527737893783456,-0.280265630191925
2019-12-24,2019-12-26,FIRST CLASS,RP-19390,CONSUMER,USA,CLEVELAND,OH,EAST,FUR-FU-10003096,FURNITURE,FURNISHINGS,"MASTER GIANT FOOT DOORSTOP, SAFETY YELLOW",8.7285,121.44000000000001,-0.10120585503912664,-0.2523543150513833
2019-12-26,2020-01-01,STANDARD CLASS,TB-21520,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-ST-10000563,OFFICE SUPPLIES,STORAGE,FELLOWES BANKERS BOX STOR/DRAWER STEEL PLUS,19.188,1151.28,-0.055366467902420655,0.04260914091922202
2019-12-26,2019-12-30,STANDARD CLASS,CK-12595,CONSUMER,USA,SAN DIEGO,CA,WEST,OFF-SU-10002189,OFFICE SUPPLIES,SUPPLIES,ACME ROSEWOOD HANDLE LETTER OPENER,0.1191,35.730000000000004,-0.13893706777537182,-0.27690309720321327
2019-12-27,2020-01-02,STANDARD CLASS,JF-15490,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-PA-10003657,OFFICE SUPPLIES,PAPER,XEROX 1927,5.778,38.519999999999996,-0.11413659854950965,-0.2761039943890305
2019-12-27,2019-12-31,STANDARD CLASS,CD-12790,HOME OFFICE,USA,MORENO VALLEY,CA,WEST,OFF-FA-10003485,OFFICE SUPPLIES,FASTENERS,STAPLES,3.6156,23.580000000000002,-0.12361344646235567,-0.2803830610714285
2019-12-27,2019-12-30,SECOND CLASS,AT-10435,HOME OFFICE,USA,LOS ANGELES,CA,WEST,OFF-LA-10004425,OFFICE SUPPLIES,LABELS,STAPLE-ON LABELS,5.4332,46.24,-0.11564770526443256,-0.2738928568530122
2019-12-28,2019-12-30,FIRST CLASS,SP-20860,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-AR-10003373,OFFICE SUPPLIES,ART,"BOSTON SCHOOL PRO ELECTRIC PENCIL SHARPENER, 1670",8.6744,317.2352,-0.1014429515393509,-0.19627528446949108
2019-12-28,2020-01-03,STANDARD CLASS,MD-17350,CONSUMER,USA,ANAHEIM,CA,WEST,OFF-SU-10002537,OFFICE SUPPLIES,SUPPLIES,ACME BOX CUTTER SCISSORS,13.299,255.75,-0.08117536420224966,-0.21388567742669207
2019-12-29,2020-01-02,STANDARD CLASS,AJ-10795,CORPORATE,USA,SAN FRANCISCO,CA,WEST,FUR-FU-10000550,FURNITURE,FURNISHINGS,STACKING TRAYS BY OIC,8.217,124.5,-0.10344753451906592,-0.2514778797067957
2019-12-29,2020-01-03,STANDARD CLASS,AI-10855,CONSUMER,USA,BRENTWOOD,CA,WEST,TEC-PH-10001051,TECHNOLOGY,PHONES,HTC ONE,35.9964,1023.8976000000001,0.01829735491402459,0.006124684174650063
2019-12-29,2020-01-03,SECOND CLASS,ST-20530,CONSUMER,USA,ALBUQUERQUE,NM,WEST,OFF-ST-10003123,OFFICE SUPPLIES,STORAGE,FELLOWES BASES AND TOPS FOR STAXONSTEEL/HIGH-STAK SYSTEMS,7.9896,33.29,-0.10444412868082195,-0.2776019541446491
2019-12-29,2019-12-31,SECOND CLASS,RE-19405,CONSUMER,USA,KENT,OH,EAST,OFF-AP-10003281,OFFICE SUPPLIES,APPLIANCES,ACCO 6 OUTLET GUARDIAN STANDARD SURGE SUPPRESSOR,6.045,193.44000000000003,-0.11296645500866156,-0.23173230694344069
2019-12-29,2020-01-02,STANDARD CLASS,DC-13285,CONSUMER,USA,COTTAGE GROVE,MN,CENTRAL,TEC-AC-10001267,TECHNOLOGY,ACCESSORIES,IMATION 32GB POCKET PRO USB 3.0 FLASH DRIVE - 32 GB - BLACK - 1 P ...,47.92,479.2,0.07055324826105146,-0.14988584809725086
2019-12-30,2020-01-01,SECOND CLASS,SP-20620,CORPORATE,USA,LAREDO,TX,CENTRAL,TEC-PH-10000576,TECHNOLOGY,PHONES,AT&T 1080 CORDED PHONE,28.7679,789.0624,-0.0133819806103962,-0.06113605747021547
2019-12-30,2020-01-04,STANDARD CLASS,AJ-10960,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-BI-10003429,OFFICE SUPPLIES,BINDERS,"CARDINAL HOLDIT! BINDER INSERT STRIPS,EXTRA STRIPS",12.8499,198.5088,-0.08314357193331659,-0.23028051757264156
2019-12-30,2020-01-04,STANDARD CLASS,KB-16600,CORPORATE,USA,TAYLOR,MI,CENTRAL,OFF-AR-10003651,OFFICE SUPPLIES,ART,NEWELL 350,2.8536,29.52,-0.12695295724185468,-0.2786817454025233
2019-12-30,2020-01-03,STANDARD CLASS,GA-14725,CONSUMER,USA,PHILADELPHIA,PA,EAST,TEC-AC-10004859,TECHNOLOGY,ACCESSORIES,"MAXELL PRO 80 MINUTE CD-R, 10/PACK",6.992,44.7488,-0.10881617061471724,-0.27431996155427
2019-12-31,2020-01-03,FIRST CLASS,GM-14455,HOME OFFICE,USA,FRANKLIN,MA,EAST,FUR-FU-10002501,FURNITURE,FURNISHINGS,NU-DELL EXECUTIVE FRAME,23.384,316.0,-0.03697724581478565,-0.196629066475254
2019-12-31,2020-01-05,STANDARD CLASS,CM-11815,CORPORATE,USA,EL PASO,TX,CENTRAL,OFF-EN-10004773,OFFICE SUPPLIES,ENVELOPES,STAPLE ENVELOPE,17.9684,79.3088,-0.060711438173650316,-0.2644213976624576
2019-12-31,2020-01-04,STANDARD CLASS,RW-19630,CORPORATE,USA,COLUMBIA,MO,CENTRAL,OFF-AR-10000034,OFFICE SUPPLIES,ART,"BIC BRITE LINER GRIP HIGHLIGHTERS, ASSORTED, 5/PACK",11.5752,207.76,-0.08873002126484862,-0.22763081866419435
2019-12-31,2020-01-01,FIRST CLASS,AH-10030,CORPORATE,USA,NEW YORK CITY,NY,EAST,TEC-AC-10003614,TECHNOLOGY,ACCESSORIES,"VERBATIM 25 GB 6X BLU-RAY SINGLE LAYER RECORDABLE DISC, 10/PACK",11.4741,104.31,-0.08917309808874278,-0.25726063448039793
2020-01-02,2020-01-04,SECOND CLASS,CB-12535,CORPORATE,USA,NEWARK,DE,EAST,OFF-ST-10001837,OFFICE SUPPLIES,STORAGE,"SAFCO MOBILE DESK SIDE FILE, WIRE FRAME",22.2352,171.04,-0.042011930832487054,-0.23814804279924506
2020-01-04,2020-01-10,STANDARD CLASS,CS-12250,CORPORATE,USA,WOODBURY,MN,CENTRAL,OFF-BI-10003676,OFFICE SUPPLIES,BINDERS,"GBC STANDARD RECYCLED REPORT COVERS, CLEAR PLASTIC SHEETS",15.5232,97.02000000000001,-0.07142767407657813,-0.25934861280132715
2020-01-05,2020-01-10,STANDARD CLASS,BG-11695,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-EN-10000461,OFFICE SUPPLIES,ENVELOPES,"#10- 4 1/8"" X 9 1/2"" RECYCLED ENVELOPES",8.2156,34.96,-0.10345367010317526,-0.2771236381232565
2020-01-05,2020-01-10,STANDARD CLASS,JL-15175,HOME OFFICE,USA,SAN FRANCISCO,CA,WEST,OFF-BI-10001294,OFFICE SUPPLIES,BINDERS,FELLOWES BINDING CASES,17.55,269.568,-0.06254510131032011,-0.20992797037064276
2020-01-06,2020-01-12,STANDARD CLASS,SP-20620,CORPORATE,USA,COLORADO SPRINGS,CO,WEST,OFF-PA-10004041,OFFICE SUPPLIES,PAPER,"IT'S HOT MESSAGE BOOKS WITH STICKERS, 2 3/4"" X 5""",9.25,118.4,-0.09892034995840651,-0.2532250220603853
2020-01-09,2020-01-13,STANDARD CLASS,CC-12685,CONSUMER,USA,HENDERSON,KY,SOUTH,OFF-AP-10001205,OFFICE SUPPLIES,APPLIANCES,BELKIN 5 OUTLET SURGEMASTER POWER CENTERS,45.7632,490.32,0.061100942684642674,-0.1467008935116908
2020-01-13,2020-01-17,STANDARD CLASS,PB-19150,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-BI-10003364,OFFICE SUPPLIES,BINDERS,BINDING MACHINE SUPPLIES,24.5028,168.0192,-0.03207403759942672,-0.23901325060608494
2020-01-17,2020-01-23,STANDARD CLASS,AH-10465,CONSUMER,USA,BARTLETT,TN,SOUTH,OFF-SU-10000898,OFFICE SUPPLIES,SUPPLIES,"ACME HOT FORGED CARBON STEEL SCISSORS WITH NICKEL-PLATED HANDLES, 3 7/8"" CUT, 8""L",10.008,569.3439999999999,-0.09559836941921983,-0.12406709394610675
2020-01-23,2020-01-27,STANDARD CLASS,CW-11905,HOME OFFICE,USA,BOZEMAN,MT,WEST,OFF-LA-10003077,OFFICE SUPPLIES,LABELS,AVERY 500,6.8714,29.24,-0.10934470736013402,-0.27876194210072086
2020-01-24,2020-01-28,STANDARD CLASS,CR-12820,HOME OFFICE,USA,WEST PALM BEACH,FL,SOUTH,OFF-AR-10004757,OFFICE SUPPLIES,ART,CRAYOLA COLORED PENCILS,2.132,52.48,-0.13011541259419915,-0.2721056161503238
2020-01-30,2020-02-04,STANDARD CLASS,JP-15520,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-PA-10004405,OFFICE SUPPLIES,PAPER,REDIFORM VOICE MAIL LOG BOOKS,5.0064,68.6592,-0.11751818190575826,-0.26747162179504574
2020-01-31,2020-02-05,SECOND CLASS,KB-16315,CONSUMER,USA,MINNEAPOLIS,MN,CENTRAL,OFF-PA-10003177,OFFICE SUPPLIES,PAPER,XEROX 1999,6.2208,25.92,-0.11219600094693462,-0.27971284580792044
2020-02-03,2020-02-05,SECOND CLASS,KH-16630,CORPORATE,USA,PLEASANT GROVE,UT,WEST,OFF-BI-10002432,OFFICE SUPPLIES,BINDERS,WILSON JONES STANDARD D-RING BINDERS,4.0986,29.1456,-0.12149666994464173,-0.2787889798446846
2020-02-03,2020-02-04,FIRST CLASS,RW-19540,CORPORATE,USA,LOS ANGELES,CA,WEST,FUR-FU-10004093,FURNITURE,FURNISHINGS,HAND-FINISHED SOLID WOOD DOCUMENT FRAME,41.076,547.68,0.04055900708665346,-0.13027202705236324
2020-02-03,2020-02-05,FIRST CLASS,AA-10375,CONSUMER,USA,OMAHA,NE,CENTRAL,TEC-AC-10004901,TECHNOLOGY,ACCESSORIES,KENSINGTON SLIMBLADE NOTEBOOK WIRELESS MOUSE WITH NANO RECEIVER,50.9898,449.90999999999997,0.08400683118874973,-0.1582749955622736
2020-02-03,2020-02-07,STANDARD CLASS,FO-14305,CONSUMER,USA,COLUMBUS,GA,SOUTH,OFF-EN-10003286,OFFICE SUPPLIES,ENVELOPES,STAPLE ENVELOPE,35.0244,670.68,0.0140375065181282,-0.09504276320129468
2020-02-03,2020-02-07,STANDARD CLASS,PW-19030,CORPORATE,USA,ROME,NY,EAST,FUR-CH-10004218,FURNITURE,CHAIRS,"GLOBAL FABRIC MANAGER'S CHAIR, DARK GRAY",15.147,81.7938,-0.07307639317795282,-0.26370965196595425
2020-02-06,2020-02-08,FIRST CLASS,LO-17170,CORPORATE,USA,SUFFOLK,VA,SOUTH,OFF-ST-10002554,OFFICE SUPPLIES,STORAGE,TENNSCO INDUSTRIAL SHELVING,2.9346,440.18999999999994,-0.12659796987553,-0.16105896665684585
2020-02-06,2020-02-13,STANDARD CLASS,TS-21655,CONSUMER,USA,HOUSTON,TX,CENTRAL,TEC-AC-10003499,TECHNOLOGY,ACCESSORIES,MEMOREX MINI TRAVEL DRIVE 8 GB USB 2.0 FLASH DRIVE,4.4004,29.6448,-0.12017401331307637,-0.2786460005884695
2020-02-07,2020-02-11,STANDARD CLASS,DK-12835,CORPORATE,USA,SPRINGFIELD,VA,SOUTH,OFF-PA-10003349,OFFICE SUPPLIES,PAPER,XEROX 1957,6.3504,25.92,-0.1116280211608151,-0.27971284580792044
2020-02-09,2020-02-13,SECOND CLASS,MS-17980,CORPORATE,USA,DALLAS,TX,CENTRAL,TEC-AC-10001266,TECHNOLOGY,ACCESSORIES,MEMOREX MICRO TRAVEL DRIVE 8 GB,6.5,33.28,-0.11097239017313393,-0.2776048183124419
2020-02-09,2020-02-16,STANDARD CLASS,SJ-20215,CONSUMER,USA,LOS ANGELES,CA,WEST,FUR-CH-10002774,FURNITURE,CHAIRS,"GLOBAL DELUXE STACKING CHAIR, GRAY",22.941,815.68,-0.03891871992937629,-0.053512330206132545
2020-02-10,2020-02-14,SECOND CLASS,NB-18655,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-ST-10000943,OFFICE SUPPLIES,STORAGE,ELDON PROFILE FILE 'N STORE PORTABLE FILE TUB LETTER/LEGAL SIZE BLACK,7.724,308.96000000000004,-0.1056081366375607,-0.19864544060136394
2020-02-15,2020-02-18,SECOND CLASS,JM-16195,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10000477,OFFICE SUPPLIES,PAPER,XEROX 22,9.3312,58.32000000000001,-0.0985644860800662,-0.27043294215934627
2020-02-16,2020-02-20,STANDARD CLASS,SP-20860,CORPORATE,USA,DOVER,NH,EAST,OFF-PA-10002751,OFFICE SUPPLIES,PAPER,XEROX 1920,16.146,215.28000000000003,-0.06869821565994821,-0.22547696448403143
2020-02-16,2020-02-21,STANDARD CLASS,RD-19585,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10001970,OFFICE SUPPLIES,PAPER,XEROX 1881,17.3148,110.52000000000001,-0.06357587944068516,-0.2554819862810879
2020-02-18,2020-02-24,STANDARD CLASS,GT-14755,CONSUMER,USA,LONG BEACH,CA,WEST,OFF-LA-10003510,OFFICE SUPPLIES,LABELS,"AVERY 4027 FILE FOLDER LABELS FOR DOT MATRIX PRINTERS, 5000 LABELS PER BOX, WHITE",28.0876,122.12,-0.01636343623151587,-0.2521595516414749
2020-02-18,2020-02-22,STANDARD CLASS,AB-10600,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-LA-10002271,OFFICE SUPPLIES,LABELS,SMEAD ALPHA-Z COLOR-CODED SECOND ALPHABETICAL LABELS AND STARTER SET,4.4352,27.72,-0.12002150022235909,-0.27919729560522183
2020-02-20,2020-02-25,STANDARD CLASS,LM-17065,CONSUMER,USA,HOT SPRINGS,AR,SOUTH,TEC-AC-10000927,TECHNOLOGY,ACCESSORIES,ANKER ULTRATHIN BLUETOOTH WIRELESS KEYBOARD ALUMINUM COVER WITH STAND,2.999,29.99,-0.12631573300650148,-0.2785471295162631
2020-02-21,2020-02-23,SECOND CLASS,JE-15715,CONSUMER,USA,LAS CRUCES,NM,WEST,OFF-PA-10000249,OFFICE SUPPLIES,PAPER,EASY-STAPLE PAPER,23.0864,196.48,-0.03828149569402305,-0.23086159993443867
2020-02-22,2020-02-24,SECOND CLASS,PS-19045,HOME OFFICE,USA,STERLING HEIGHTS,MI,CENTRAL,OFF-AR-10001615,OFFICE SUPPLIES,ART,NEWELL 34,20.6336,317.44,-0.04903103905354429,-0.19621662631309517
2020-02-27,2020-02-28,FIRST CLASS,BT-11395,CORPORATE,USA,ALTOONA,PA,EAST,OFF-AR-10002257,OFFICE SUPPLIES,ART,"ELDON SPACEMAKER BOX, QUICK-SNAP LID, CLEAR",2.2044,76.95360000000001,-0.129798115244546,-0.2650959664610107
2020-02-27,2020-03-01,STANDARD CLASS,ES-14080,CORPORATE,USA,PROVIDENCE,RI,EAST,TEC-PH-10003800,TECHNOLOGY,PHONES,I.SOUND PORTABLE POWER - 8000 MAH,1.0598,211.96,-0.13481439350991944,-0.226427868191231
2020-02-29,2020-03-01,FIRST CLASS,TP-21565,CORPORATE,USA,COPPELL,TX,CENTRAL,TEC-PH-10003215,TECHNOLOGY,PHONES,JACKERY BAR PREMIUM FAST-CHARGING PORTABLE CHARGER,34.742,306.68800000000005,0.012799871552077634,-0.19929617952388123
2020-02-29,2020-03-01,SECOND CLASS,ST-20530,CONSUMER,USA,MACON,GA,SOUTH,OFF-BI-10004236,OFFICE SUPPLIES,BINDERS,"XTRALIFE CLEARVUE SLANT-D RING BINDER, WHITE, 3""",27.0112,234.88,-0.02108082389956409,-0.21986319561020265
2020-02-29,2020-03-03,FIRST CLASS,CM-12715,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-AR-10003696,OFFICE SUPPLIES,ART,PANASONIC KP-350BK ELECTRIC PENCIL SHARPENER WITH AUTO STOP,6.2244,88.52480000000001,-0.11218022373065353,-0.2617817806246409
2020-03-01,2020-03-06,STANDARD CLASS,PA-19060,HOME OFFICE,USA,RICHMOND,IN,CENTRAL,OFF-EN-10001532,OFFICE SUPPLIES,ENVELOPES,BROWN KRAFT RECYCLED ENVELOPES,50.94,611.28,0.0837885796968612,-0.11205591989034729
2020-03-04,2020-03-08,STANDARD CLASS,MV-18190,CONSUMER,USA,HOUSTON,TX,CENTRAL,TEC-PH-10000149,TECHNOLOGY,PHONES,CISCO SPA525G2 IP PHONE - WIRELESS,2.394,51.072,-0.12896718185374148,-0.2725088909755458
2020-03-04,2020-03-04,SAME DAY,LF-17185,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-EN-10002621,OFFICE SUPPLIES,ENVELOPES,STAPLE ENVELOPE,14.67,88.02,-0.0751668743351983,-0.26192636381482
2020-03-04,2020-03-09,STANDARD CLASS,JJ-15445,CONSUMER,USA,CHICAGO,IL,CENTRAL,OFF-FA-10000611,OFFICE SUPPLIES,FASTENERS,BINDER CLIPS BY OIC,2.4864,34.0992,-0.12856223330252667,-0.2773701856868582
